precio|enlace|descripcion|area|habitaciones|banios|pais|localidad|region|direccion|latitude|longitude
$ 39,000|/inmueble/587443|Terreno en  Carabayllo, Lima||||PE|Carabayllo, Lima|Lima Departamento||-11.8412458|-77.0445728
$ 268,000|/inmueble/569030|Terreno en  El Sol De La Molina, Lima||||PE|El Sol De La Molina, La Molina, Lima|Lima Departamento||-12.0848926|-76.8982746
$ 95,000|/inmueble/526176|Terreno en  Pucusana, Lima||||PE|Pucusana, Lima|Lima Departamento||-12.4826088|-76.7733823
$ 45,000|/inmueble/335024|Terreno en  Asia, Lima, Perú||||PE|Asia, Cañete|Lima Departamento|Asia, Lima, Perú|-12.7871607|-76.5716728
$ 1,100,000|/inmueble/7525-a7f3-400439b7-83d2aa8824b3-4e9f|Terreno en  Naplo 220, La Molina, Perú||||PE|El Sol De La Molina, La Molina, Lima|Lima Departamento|Naplo 220, La Molina, Perú|-12.0845868|-76.89612559999999
$ 520,000|/inmueble/572656|Terreno en  Jirón Las Gardenias 255, Santiago De Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Jirón Las Gardenias 255, Santiago De Surco, Perú|-12.119009|-76.9742936
$ 9,125.54|/inmueble/535c-ac86-fc7101d5-6f5e9ba4ee00-4bb8|Terreno en  2jrm+7r Quilmaná, Perú||||PE|Quilmana, Cañete|Lima Departamento|2jrm+7r Quilmaná, Perú|-12.959310129327093|-76.36545182111816
$ 6,787.59|/inmueble/e2bc-bf1f-f4c8ce94-ba3c53b23d8b-49d8|Terreno en  2jrm+7x Quilmaná, Perú||||PE|Quilmana, Cañete|Lima Departamento|2jrm+7x Quilmaná, Perú|-12.959351951595675|-76.36502266767577
$ 7,566.91|/inmueble/8f6e-861b-eaacccc4-8c33378b4299-4301|Terreno en  2jrm+5x Quilmaná, Perú||||PE|Quilmana, Cañete|Lima Departamento|2jrm+5x Quilmaná, Perú|-12.959602885059654|-76.36506558302004
$ 17,019.27|/inmueble/169f-ac97-72edf2a7-fa9740de53cb-4626|Terreno en  2jrm+6v Quilmaná, Perú||||PE|Quilmana, Cañete|Lima Departamento|2jrm+6v Quilmaná, Perú|-12.959435596111772|-76.36532307508544
$ 230,000|/inmueble/608194|Terreno en  Celendin, Cahuache, San Luis, Perú||||PE|San Luis, Lima|Lima Departamento|Celendin, Cahuache, San Luis, Perú|-12.0797895|-76.9900742
$ 430|/inmueble/468354|Terreno en  Chosica, Lima||||PE|Chosica, Lima|Lima Departamento||-11.9962125|-76.9063906
$ 430|/inmueble/468355|Terreno en  Chosica, Lima||||PE|Chosica, Lima|Lima Departamento||-11.9962125|-76.9063906
$ 430|/inmueble/468353|Terreno en  Chosica, Lima||||PE|Chosica, Lima|Lima Departamento||-11.996227514966824|-76.90657974865722
$ 265,000|/inmueble/465897|Terreno en  5w7m+4x, Carabayllo 15122, Perú||||PE|Carabayllo, Lima|Lima Departamento|5w7m+4x, Carabayllo 15122, Perú|-11.837922002944625|-77.06618318736571
$ 6,000,000|/inmueble/520924|Terreno en  Villa El Salvador, Lima||||PE|Villa El Salvador, Lima|Lima Departamento||-12.22483854034862|-76.97379267193604
$ 58,900|/inmueble/460172|Terreno en  Cieneguilla Country Club, Pachacamac, Cieneguilla, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Cieneguilla Country Club, Pachacamac, Cieneguilla, Perú|-12.1471577|-76.75436979999999
$ 50,900|/inmueble/460169|Terreno en  Calango, Cañete||||PE|Calango, Cañete|Lima Departamento||-12.5499038|-76.6047897
$ 104,000|/inmueble/865f-bf57-29fe0d21-3a5bbf6bc904-41bc|Terreno en  799g+7q Asia, Perú||||PE|Mala, Cañete|Lima Departamento|799g+7q Asia, Perú|-12.731766657694392|-76.62300268777467
$ 55,900|/inmueble/460160|Terreno en  Santa Rosa De Quives, Canta||||PE|Santa Rosa De Quives, Canta|Lima Departamento||-11.6460798|-76.7788241
$ 56,000|/inmueble/601960|Terreno en  Santa Cruz De Flores, Perú||||PE|San Vicente De Cañete, Cañete|Lima Departamento|Santa Cruz De Flores, Perú|-12.6180846|-76.6412806
$ 1,650,000|/inmueble/9961-9e10-e247f01f-563a05976f84-4833|Terreno en  Rapallo, La Molina, Perú||||PE|El Sol De La Molina, La Molina, Lima|Lima Departamento|Rapallo, La Molina, Perú|-12.0833986|-76.9052682
$ 1,000,000|/inmueble/464331|Terreno en  Corpac, Lima||||PE|Corpac, San Isidro, Lima|Lima Departamento||-12.1003705|-77.0151669
$ 430|/inmueble/468361|Terreno en  Chosica, Lima||||PE|Chosica, Lima|Lima Departamento||-11.9962125|-76.9063906
$ 430|/inmueble/468358|Terreno en  Chosica, Lima||||PE|Chosica, Lima|Lima Departamento||-11.9962125|-76.9063906
$ 430|/inmueble/468356|Terreno en  Chosica, Lima||||PE|Chosica, Lima|Lima Departamento||-11.9962125|-76.9063906
$ 430|/inmueble/468351|Terreno en  Chosica, Lima||||PE|Chosica, Lima|Lima Departamento||-11.9962125|-76.9063906
$ 35|/inmueble/f323-896b-839058ea-989453594264-4fbd|Terreno en  Chancayllo, Autopista Panamericana Norte, Chancayllo, Perú||||PE|Chancay, Huaral|Lima Departamento|Chancayllo, Autopista Panamericana Norte, Chancayllo, Perú|-11.4799474|-77.3080069
$ 47,000|/inmueble/50c7-af0d-2019b76c-34d63eb32bea-45c4|Terreno en  4xm2+jj5, Las Araucarias, Carabayllo 15121, Perú||||PE|Carabayllo, Lima|Lima Departamento|4xm2+jj5, Las Araucarias, Carabayllo 15121, Perú|-11.865327712597038|-77.04833726400149
$ 15,900|/inmueble/4eb9-a11f-2b33b306-86b1dd7f81d8-507a|Terreno en  Panamericana Sur, San Vicente De Cañete, Perú||||PE|San Vicente De Cañete, Cañete|Lima Departamento|Panamericana Sur, San Vicente De Cañete, Perú|-13.2258887|-76.3130604
$ 70,000|/inmueble/481849|Terreno en  Carretera Panamericana Sur 102, Asia, Cañete Province, Perú||||PE|Asia, Cañete|Lima Departamento|Carretera Panamericana Sur 102, Asia, Cañete Province, Perú|-12.7562441|-76.6043096
$ 25,000|/inmueble/618264|Terreno en  Santa Cruz De Asia, Asia, Perú||||PE|Asia, Cañete|Lima Departamento|Santa Cruz De Asia, Asia, Perú|-12.7578087|-76.60011120000001
$ 35|/inmueble/547e-adee-1781f961-6f6c09465a2f-4150|Terreno en  Camino Real, Cieneguilla, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Camino Real, Cieneguilla, Perú|-12.0948156|-76.7567368
$ 59,000|/inmueble/430544|Terreno en  Cerro Azul, Cañete, Perú||||PE|Cerro Azul, Cañete|Lima Departamento|Cerro Azul, Cañete, Perú|-13.0017334|-76.4487393
$ 1,200,000|/inmueble/488115|Terreno en  Cristóbal De Peralta Sur 1349, Urb Residencial Valle Hermoso, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Cristóbal De Peralta Sur 1349, Urb Residencial Valle Hermoso, Perú|-12.1251255|-76.9765664
$ 860,000|/inmueble/572649|Terreno en  Av. Caminos Del Inca & Avenida Alejandro Velasco Astete, Santiago De Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Av. Caminos Del Inca & Avenida Alejandro Velasco Astete, Santiago De Surco, Perú|-12.1228717|-76.98573309999999
$ 3,000|/inmueble/438221|Terreno en  Calle José Galvez, Miraflores, Perú||||PE|Santa Cruz, Miraflores, Lima|Lima Departamento|Calle José Galvez, Miraflores, Perú|-12.1212112|-77.0370783
$ 30,800|/inmueble/465366|Terreno en  Cerro Azul, Perú||||PE|Cerro Azul, Cañete|Lima Departamento|Cerro Azul, Perú|-13.0017334|-76.4487393
$ 75,000|/inmueble/582013|Terreno en  Villa El Salvador, Lima||||PE|Villa El Salvador, Lima|Lima Departamento||-12.2393926|-76.9230571
$ 140|/inmueble/413559|Terreno en  Huachipa, Lurigancho-chosica, Perú||||PE|Chosica, Lima|Lima Departamento|Huachipa, Lurigancho-chosica, Perú|-12.0140947|-76.91633809999999
$ 91,000|/inmueble/ab3c-a1e3-6a719910-67c363e135d0-4ae9|Terreno en  2wq7+f8r, San Martín De Porres 15113, Perú||||PE|San Martin de Porres, Lima|Lima Departamento|2wq7+f8r, San Martín De Porres 15113, Perú|-11.96095326099003|-77.0864420343628
$ 40,000|/inmueble/f42a-bfdc-1bc3d3f1-e1817ca1e40a-4bfd|Terreno en  Santa Rosa, Ancón, Perú||||PE|Ancon, Lima|Lima Departamento|Santa Rosa, Ancón, Perú|-11.7301882|-77.1486899
$ 46,000|/inmueble/617749|Terreno en  La Alameda De Lima Sur, Chilca, Perú||||PE|Chilca, Cañete|Lima Departamento|La Alameda De Lima Sur, Chilca, Perú|-12.5079286|-76.7552941
$ 140,000|/inmueble/616045|Terreno en  Jr. La Honestidad 7835, Los Olivos 15307, Perú||||PE|Los Olivos, Lima|Lima Departamento|Jr. La Honestidad 7835, Los Olivos 15307, Perú|-11.939690551703077|-77.07402609259033
$ 520,000|/inmueble/4077-9c6d-2a6a3b96-6c1a478802cd-4723|Terreno en  Carabayllo, Lima||||PE|Carabayllo, Lima|Lima Departamento||-11.863817634744471|-77.08760481068116
$ 1,090,000|/inmueble/464317|Terreno en  Corpac, Lima||||PE|Corpac, San Isidro, Lima|Lima Departamento||-12.1006954|-77.0145835
$ 6,500|/inmueble/614132|Terreno en  Cieneguilla, Lima||||PE|Cieneguilla, Lima|Lima Departamento||-12.0948156|-76.7567368
$ 50,000|/inmueble/a69c-a866-c474f621-70ebaf2c00a6-44bc|Terreno en  Av. Alfonso Cobian, Chaclacayo, Perú||||PE|Chaclacayo, Lima|Lima Departamento|Av. Alfonso Cobian, Chaclacayo, Perú|-11.9863123|-76.8086947
$ 31,500|/inmueble/421866|Terreno en  5w5x+rg Carabayllo, Perú||||PE|Carabayllo, Lima|Lima Departamento|5w5x+rg Carabayllo, Perú|-11.840491230968837|-77.05117520166843
$ 865,800|/inmueble/481154|Terreno en  Jirón Batallón Tarma 4, Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Jirón Batallón Tarma 4, Surco, Perú|-12.1206914|-76.9795769
$ 3,490,000|/inmueble/532026|Terreno en  Avenida Alvarez Calderón, Distrito De San Isidro, Perú||||PE|Country Club, San Isidro, Lima|Lima Departamento|Avenida Alvarez Calderón, Distrito De San Isidro, Perú|-12.1047739|-77.0431341
$ 142,000|/inmueble/beb9-89cc-ff6a0fca-faba2d451a70-4bac|Terreno en  R24p+qqc, Av. Mateo Pumacahua, Lima 15842, Perú||||PE|Villa El Salvador, Lima|Lima Departamento|R24p+qqc, Av. Mateo Pumacahua, Lima 15842, Perú|-12.193476560772472|-76.9631923455078
$ 31,800|/inmueble/487203|Terreno en  Bosques De Calango, Calango, Perú||||PE|Calango, Cañete|Lima Departamento|Bosques De Calango, Calango, Perú|-12.5221|-76.546865
$ 25,000|/inmueble/607093|Terreno en  Condominio Malecón Huando, Huaral, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Condominio Malecón Huando, Huaral, Perú|-11.5038209|-77.1759619
$ 60,000|/inmueble/604483|Terreno en  Carabayllo, Lima||||PE|Carabayllo, Lima|Lima Departamento||-11.8612218|-77.0463719
$ 1,640,000|/inmueble/460413|Terreno en  Santa Cruz, Lima||||PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1180239|-77.04399389999999
$ 3,200,000|/inmueble/6d17-9d3e-9ed26e9b-b949ec63b7c4-4937|Terreno en  Corpac, Lima||||PE|Corpac, San Isidro, Lima|Lima Departamento||-12.0922797|-77.031344
$ 230,000|/inmueble/576077|Terreno en  Mz Z Lote 19 - Surquillo, Surquillo, Perú||||PE|Corpac, San Isidro, Lima|Lima Departamento|Mz Z Lote 19 - Surquillo, Surquillo, Perú|-12.1097082|-77.0125424
$ 200,000|/inmueble/897-9110-dc952e88-dce81db2be55-432a|Terreno en  Aucallama, Huaral||||PE|Aucallama, Huaral|Lima Departamento||-11.5644646|-77.1743983
$ 57,800|/inmueble/607586|Terreno en  Alto Del Prado Ii, Asia, Perú||||PE|Asia, Cañete|Lima Departamento|Alto Del Prado Ii, Asia, Perú|-12.7928126|-76.5395996
$ 1,265,000|/inmueble/4b18-9c92-b6a75137-71a4085933fe-42a2|Terreno en  Au. Panamericana Nte. 89, Chancayllo 15130, Perú||||PE|Chancay, Huaral|Lima Departamento|Au. Panamericana Nte. 89, Chancayllo 15130, Perú|-11.4715964|-77.3089514
$ 188,000|/inmueble/695-9220-40edc04c-945387905f57-41a0|Terreno en  Central Park Complejo Industrial En Chilca, Avenida Las Palmeras, Chilca, Perú||||PE|Chilca, Cañete|Lima Departamento|Central Park Complejo Industrial En Chilca, Avenida Las Palmeras, Chilca, Perú|-12.4675214|-76.7292903
$ 220,000|/inmueble/411306|Terreno en  Quilmana, Cañete|22,000m2|||PE|Quilmana, Cañete|Lima Departamento||-12.952418756106663|-76.39813556313476
$ 180,000|/inmueble/552527|Terreno en  Pucusana, Perú||||PE|Pucusana, Lima|Lima Departamento|Pucusana, Perú|-12.4826088|-76.7733823
$ 75,000|/inmueble/539666|Terreno en  Huaral, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Huaral, Perú|-11.4965172|-77.21177329999999
$ 20,000|/inmueble/609400|Terreno en  Playa Los Lobos, Cerro Azul, Perú||||PE|Cerro Azul, Cañete|Lima Departamento|Playa Los Lobos, Cerro Azul, Perú|-12.9844705|-76.4967627
$ 400,000|/inmueble/531306|Terreno en  Malecon Grau, Chorrillos, Perú||||PE|Chorrillos, Lima|Lima Departamento|Malecon Grau, Chorrillos, Perú|-12.1656939|-77.0259424
$ 52,000|/inmueble/481952|Terreno en  Huando، Huaral, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Huando، Huaral, Perú|-11.4855048|-77.18140749999999
$ 115,000|/inmueble/460730|Terreno en  Carretera Panamericana Sur, San Antonio, Perú||||PE|San Antonio, Cañete|Lima Departamento|Carretera Panamericana Sur, San Antonio, Perú|-12.619577505062438|-76.6699730604887
$ 625,000|/inmueble/fe64-97f2-179b1bcd-9cdd7e67124f-4c48|Terreno en  Las Dalias, La Molina Vieja, Lima, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Las Dalias, La Molina Vieja, Lima, Perú|-12.0919796|-76.9571847
$ 70,000|/inmueble/482957|Terreno en  Asia, Cañete, Perú||||PE|Asia, Cañete|Lima Departamento|Asia, Cañete, Perú|-12.7871607|-76.5716728
$ 55,000|/inmueble/c38e-8d2d-e45137e5-692fe6b89c4b-41d9|Terreno en  4xh5+pv6, Carabayllo 15121, Perú||||PE|Carabayllo, Lima|Lima Departamento|4xh5+pv6, Carabayllo 15121, Perú|-11.870315177375705|-77.04051034124757
$ 50,000|/inmueble/c9c8-8dcb-bf104a50-a9594d67708f-4aa3|Terreno en  Malecon Juan Bardelli 491, Ancón 15123, Perú||||PE|Ancon, Lima|Lima Departamento|Malecon Juan Bardelli 491, Ancón 15123, Perú|-11.774336500539755|-77.18769909237062
$ 35,000|/inmueble/77a3-8695-9b681447-f7b9a22d1453-416c|Terreno en  Calle 5 47, Carabayllo 15121, Perú||||PE|Carabayllo, Lima|Lima Departamento|Calle 5 47, Carabayllo 15121, Perú|-11.840825778652894|-77.0419978793457
$ 56,000|/inmueble/96f3-bab8-8ce04875-cd56298785da-488f|Terreno en  Hm2g+cj Chancayllo, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Hm2g+cj Chancayllo, Perú|-11.448991900109677|-77.32345642392578
$ 55,000|/inmueble/543590|Terreno en  Huacho, Perú||||PE|Huacho, Huaura|Lima Departamento|Huacho, Perú|-11.1227218|-77.61056789999999
$ 390,000|/inmueble/70e8-a00f-6800cd0a-2cf889a88057-4b1f|Terreno en  San Juan De Lurigancho, Lima||||PE|San Juan de Lurigancho, Lima|Lima Departamento||-11.983516842968605|-77.00474241114503
$ 800,000|/inmueble/c10-ab05-5df349cf-f19cecd6f05-43dc|Terreno en  Nueva Toledo 146, Cieneguilla 15593, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Nueva Toledo 146, Cieneguilla 15593, Perú|-12.097826487463173|-76.79023979101564
$ 19,000|/inmueble/450461|Terreno en  Frcg+q5 Huaral, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Frcg+q5 Huaral, Perú|-11.5280625|-77.1745625
$ 70,000|/inmueble/569731|Terreno en  Santo Domingo De Los Olleros, Perú||||PE|Santo Domingo De Los Olleros, Huarochiri|Lima Departamento|Santo Domingo De Los Olleros, Perú|-12.217911194094546|-76.51486057788134
$ 55,000|/inmueble/608215|Terreno en  Sarapampa, Asia, Perú||||PE|Asia, Cañete|Lima Departamento|Sarapampa, Asia, Perú|-12.8271243|-76.5401527
$ 45,000|/inmueble/f779-8297-852c599c-ab4bd07277ed-4939|Terreno en  Chilca, Perú||||PE|Chilca, Cañete|Lima Departamento|Chilca, Perú|-12.5146159|-76.7349974
$ 6,500|/inmueble/efdc-89d3-f0d1d40a-700e4b7781be-4bb1|Terreno en  Cieneguilla, Lima, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Cieneguilla, Lima, Perú|-12.0948156|-76.7567368
$ 8,044.56|/inmueble/485393|Terreno en  Huaral Distrito, Huaral||||PE|Huaral Distrito, Huaral|Lima Departamento||-11.4965172|-77.21177329999999
$ 140,000|/inmueble/540261|Terreno en  Pelicanos, Unnamed Rd, Pucusana, Perú||||PE|Pucusana, Lima|Lima Departamento|Pelicanos, Unnamed Rd, Pucusana, Perú|-12.4826088|-76.7733823
$ 90|/inmueble/4139-9787-e8040217-cae1177905c-4340|Terreno en  Chancay, Huaral||||PE|Chancay, Huaral|Lima Departamento||-11.5282011|-77.2878819
$ 160,000,000|/inmueble/2110-8ed9-9f82fc6d-75312b3e9b10-4c80|Terreno en  Cieneguilla, Lima||||PE|Cieneguilla, Lima|Lima Departamento||-12.0992532|-76.7888665
$ 450,000|/inmueble/7b89-8d4b-49af05ce-1c081804a301-45ca|Terreno en  Calle 2 & Camino Real, Lurigancho-chosica, Perú||||PE|Chosica, Lima|Lima Departamento|Calle 2 & Camino Real, Lurigancho-chosica, Perú|-11.9651045|-76.74853639999999
$ 290,000|/inmueble/525257|Terreno en  Rinconada Baja, Lima||||PE|Rinconada Baja, La Molina, Lima|Lima Departamento||-12.0718091|-76.9473056
$ 1,984,500|/inmueble/83f2-b43d-dbf6da25-49d005f79eb2-4357|Terreno en  Lúcumo - Lotes Industriales - Inversiones El Pino, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Lúcumo - Lotes Industriales - Inversiones El Pino, Lurín, Perú|-12.2675186|-76.8257201
$ 200,000|/inmueble/432474|Terreno en  Av. Caminos Del Inca, Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Av. Caminos Del Inca, Surco, Perú|-12.1312961|-76.98245709999999
$ 716,800|/inmueble/453511|Terreno en  Av. San Pedro, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Av. San Pedro, Lurín, Perú|-12.2801464|-76.87634849999999
$ 490,000|/inmueble/377123|Terreno en  Urb Nuevo Lurin Etapa 1, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Urb Nuevo Lurin Etapa 1, Lurín, Perú|-12.2812342|-76.8641686
$ 1,250,000|/inmueble/c182-9b1f-67f9b90-212a2c7c0da7-420c|Terreno en  Chilcauno Enersur, Chilca, Perú||||PE|Chilca, Cañete|Lima Departamento|Chilcauno Enersur, Chilca, Perú|-12.5053037|-76.7307663
$ 825,280|/inmueble/572966|Terreno en  Puente Piedra, Lima||||PE|Puente Piedra, Lima|Lima Departamento||-11.8430644|-77.1012354
$ 825,280|/inmueble/572965|Terreno en  Puente Piedra, Lima||||PE|Puente Piedra, Lima|Lima Departamento||-11.8427471|-77.1062201
$ 798,000|/inmueble/20be-b9da-d5189d54-49dcd70327d2-40b2|Terreno en  Av. Brasil 1158, Pueblo Libre, Perú||||PE|Pueblo Libre, Lima|Lima Departamento|Av. Brasil 1158, Pueblo Libre, Perú|-12.0706987|-77.0503264
$ 140,000|/inmueble/249603|Terreno en  Indupark, Chilca, Cañete, Lima, Peru|1,000m2|||PE|Chilca, Cañete|Lima Departamento|Indupark, Chilca, Cañete, Lima, Peru|-12.495124714935391|-76.7657919600606
$ 5,967,000|/inmueble/579086|Terreno en  El Gramadal, Puente Piedra, Perú||||PE|Puente Piedra, Lima|Lima Departamento|El Gramadal, Puente Piedra, Perú|-11.8514054|-77.0893503
$ 210,000|/inmueble/cf4c-987a-e9f28e23-12f2d8e4bb68-4c5d|Terreno en  Fundo San Vicente, San Pedro, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Fundo San Vicente, San Pedro, Lurín, Perú|-12.2758404|-76.8813598
$ 182,400|/inmueble/460919|Terreno en  Calango, Perú||||PE|Calango, Cañete|Lima Departamento|Calango, Perú|-12.52614|-76.5452105
$ 68,000|/inmueble/602477|Terreno en  5fc9+9f Asia, Perú||||PE|San Vicente De Cañete, Cañete|Lima Departamento|5fc9+9f Asia, Perú|-12.829057177599964|-76.53131549147949
$ 80,000|/inmueble/620850|Terreno en  Pachacamac, Lima||||PE|Pachacamac, Lima|Lima Departamento||-12.214608951576942|-76.85044157246094
$ 1,700,000|/inmueble/82fe-8cc4-5fff1d0d-889edafa2f44-4f11|Terreno en  Rinconada Baja, Lima||||PE|Rinconada Baja, La Molina, Lima|Lima Departamento||-12.0893091|-76.9350509
$ 250,000|/inmueble/531313|Terreno en  Cercado De Lima, Lima||||PE|Cercado de Lima, Lima|Lima Departamento||-12.163654552150911|-77.02539081475828
$ 490,000|/inmueble/450667|Terreno en  Huaral, Huaral, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Huaral, Huaral, Perú|-11.4965172|-77.21177329999999
$ 51,000|/inmueble/465895|Terreno en  3wc3+42h, Puente Piedra 15116, Perú||||PE|Puente Piedra, Lima|Lima Departamento|3wc3+42h, Puente Piedra 15116, Perú|-11.929725795094475|-77.09665074632396
$ 485,000|/inmueble/554535|Terreno en  Huachipa, Lurigancho-chosica, Perú||||PE|Chosica, Lima|Lima Departamento|Huachipa, Lurigancho-chosica, Perú|-12.0140947|-76.91633809999999
$ 167,000|/inmueble/526170|Terreno en  Fundo Paso Chico, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Fundo Paso Chico, Lurín, Perú|-12.2817954|-76.8468704
$ 17,100|/inmueble/311780|Terreno en  Panamericana Sur Km 102, Asia, Cañete, Lima, Peru||||PE|Asia, Cañete|Lima Departamento|Panamericana Sur Km 102, Asia, Cañete, Lima, Peru|-12.7868149|-76.5715034
$ 33,000|/inmueble/625954|Terreno en  Carabayllo, Lima||||PE|Carabayllo, Lima|Lima Departamento||-11.839861451616017|-77.04737327992916
$ 883,500|/inmueble/585632|Terreno en  79gp+8h, Asia 15610, Perú||||PE|Asia, Cañete|Lima Departamento|79gp+8h, Asia 15610, Perú|-12.721929328542487|-76.6145269072876
$ 160|/inmueble/549604|Terreno en  Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Lurín, Perú|-12.2608092|-76.8840477
$ 1,836,000|/inmueble/8d96-a55e-bf8352f6-295a5edacec7-4cf4|Terreno en  Puente Piedra, Lima||||PE|Puente Piedra, Lima|Lima Departamento||-11.861507700317636|-77.06910829731446
$ 567,000|/inmueble/541787|Terreno en  V5mq+jqq, Cieneguilla 15593, Perú||||PE|Cieneguilla, Lima|Lima Departamento|V5mq+jqq, Cieneguilla 15593, Perú|-12.11597450827426|-76.81020208413086
$ 330,000|/inmueble/509113|Terreno en  Los Claveles, Chaclacayo, Perú||||PE|Chaclacayo, Lima|Lima Departamento|Los Claveles, Chaclacayo, Perú|-11.9741947|-76.7638184
$ 130,000|/inmueble/499110|Terreno en  Av. Nicolás Ayllón 2180, Chaclacayo, Perú||||PE|Chaclacayo, Lima|Lima Departamento|Av. Nicolás Ayllón 2180, Chaclacayo, Perú|-11.9715247|-76.7546768
$ 1,000,000|/inmueble/278c-b709-2581650b-27dca1a247b4-4740|Terreno en  Av. Mariscal La Mar 1254, Miraflores, Perú||||PE|Santa Cruz, Miraflores, Lima|Lima Departamento|Av. Mariscal La Mar 1254, Miraflores, Perú|-12.1098792|-77.0488909
$ 780,000|/inmueble/580096|Terreno en  Playa Del Golf, Asia, Perú||||PE|Asia, Cañete|Lima Departamento|Playa Del Golf, Asia, Perú|-12.750559|-76.62322019999999
$ 31,000|/inmueble/573259|Terreno en  Carabayllo, Lima||||PE|Carabayllo, Lima|Lima Departamento||-11.8546553|-77.0584248
$ 37,457.47|/inmueble/621254|Terreno en  Urbanizacion Villa Club 1, Avenida Santa María, Carabayllo, Perú||||PE|Carabayllo, Lima|Lima Departamento|Urbanizacion Villa Club 1, Avenida Santa María, Carabayllo, Perú|-11.834719|-77.0538234
$ 175,000|/inmueble/474318|Terreno en  Pachacamac, Lima||||PE|Pachacamac, Lima|Lima Departamento||-12.210115|-76.82920299999999
$ 170,000|/inmueble/603174|Terreno en  Lurin, Lima||||PE|Lurin, Lima|Lima Departamento||-12.2860071|-76.85028919999999
$ 67,000|/inmueble/452072|Terreno en  4wp8+wq8, Puente Piedra 15118, Perú||||PE|Puente Piedra, Lima|Lima Departamento|4wp8+wq8, Puente Piedra 15118, Perú|-11.86270056813943|-77.0828853920102
$ 1,500,000|/inmueble/455826|Terreno en  Fundición Chilca S.a., 721, Chilca, Perú||||PE|Chilca, Cañete|Lima Departamento|Fundición Chilca S.a., 721, Chilca, Perú|-12.4891883|-76.7076373
$ 405,000|/inmueble/454207|Terreno en  Praderas De Lurin, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Praderas De Lurin, Lurín, Perú|-12.2628169|-76.8310116
